,expected,Predicted,F1Score,Accept,Change
6419,Acct_Gender,Acct_Gender,1,,
6420,Acct_Gender,Acct_Gender,1,,
6421,Acct_id,Acct_id,1,,
6422,Acct_MName,Acct_MName,1,,
6423,Acct_LName,Acct_LName,1,,
6424,Acct_MName,Acct_FName,0.7,,
6425,Acct_DOB,Acct_DOB,1,,
6426,Acct_City,Acct_DOB,0.9,,
6427,Acct_id,Acct_id,1,,
6428,Acct_LName,Acct_LName,1,,
6429,Acct_Addr1,Acct_Addr2,0.9,,
6430,Acct_phone,Acct_phone,1,,
6431,Acct_FName,Acct_LName,0.8,,
6432,Acct_MName,Acct_FName,0.7,,
6433,Acct_MName,Acct_FName,0.7,,
6434,Acct_LName,Acct_LName,1,,
6435,Acct_FName,Acct_FName,1,,
6436,Acct_State,Acct_State,1,,
6437,Acct_Addr1,Acct_Addr1,1,,
6438,Acct_Addr2,Acct_Addr1,0.9,,
6439,Acct_id,Acct_id,1,,
6440,Acct_City,Acct_LName,0.6,,
6441,Acct_State,Acct_State,1,,
6442,Acct_email,Acct_email,1,,
6443,Acct_State,Acct_State,1,,
6444,Acct_UIDNo.,Acct_UIDNo.,1,,
6445,Acct_Addr2,Acct_Addr2,1,,
6446,Acct_MName,Acct_FName,0.7,,
6447,Acct_phone,Acct_phone,1,,
6448,Acct_phone,Acct_phone,1,,
6449,Acct_Gender,Acct_Gender,1,,
6450,Acct_LName,Acct_FName,0.8,,
6451,Acct_MName,Acct_MName,1,,
6452,Acct_DOB,Acct_DOB,1,,
6453,Acct_phone,Acct_phone,1,,
6454,Acct_State,Acct_State,1,,
6455,Acct_Addr1,Acct_Addr1,1,,
6456,Acct_FName,Acct_FName,1,,
6457,Acct_DOB,Acct_DOB,1,,
6458,Acct_FName,Acct_FName,1,,
6459,Acct_UIDNo.,Acct_UIDNo.,1,,
6460,Acct_phone,Acct_phone,1,,
6461,Acct_Addr1,Acct_Addr1,1,,
6462,Acct_Addr1,Acct_Addr1,1,,
6463,Acct_Gender,Acct_Gender,1,,
6464,Acct_State,Acct_State,1,,
6465,Acct_City,Acct_LName,0.6,,
6466,Acct_MName,Acct_MName,1,,
6467,Acct_Addr1,Acct_Addr2,0.9,,
6468,Acct_MName,Acct_MName,1,,
6469,Acct_Gender,Acct_Gender,1,,
6470,Acct_Addr2,Acct_Addr2,1,,
6471,Acct_Addr2,Acct_Addr2,1,,
6472,Acct_FName,Acct_FName,1,,
6473,Acct_UIDNo.,Acct_UIDNo.,1,,
6474,Acct_LName,Acct_FName,0.8,,
6475,Acct_phone,Acct_phone,1,,
6476,Acct_email,Acct_email,1,,
6477,Acct_DOB,Acct_DOB,1,,
6478,Acct_UIDNo.,Acct_UIDNo.,1,,
6479,Acct_DOB,Acct_DOB,1,,
6480,Acct_Addr2,Acct_Addr2,1,,
6481,Acct_UIDNo.,Acct_UIDNo.,1,,
6482,Acct_FName,Acct_FName,1,,
6483,Acct_Addr2,Acct_Addr2,1,,
6484,Acct_id,Acct_id,1,,
6485,Acct_FName,Acct_LName,0.8,,
6486,Acct_LName,Acct_LName,1,,
6487,Acct_LName,Acct_LName,1,,
6488,Acct_Addr1,Acct_Addr1,1,,
6489,Acct_id,Acct_id,1,,
6490,Acct_State,Acct_State,1,,
6491,Acct_UIDNo.,Acct_UIDNo.,1,,
6492,Acct_DOB,Acct_DOB,1,,
6493,Acct_MName,Acct_FName,0.7,,
6494,Acct_Addr1,Acct_Addr1,1,,
6495,Acct_City,Acct_id,0.1,,
6496,Acct_City,Acct_City,1,,
6497,Acct_City,Acct_LName,0.6,,
6498,Acct_DOB,Acct_DOB,1,,
6499,Acct_MName,Acct_MName,1,,
6500,Acct_State,Acct_State,1,,
6501,Acct_MName,Acct_MName,1,,
6502,Acct_email,Acct_email,1,,
6503,Acct_Gender,Acct_Gender,1,,
6504,Acct_Gender,Acct_Gender,1,,
6505,Acct_LName,Acct_LName,1,,
6506,Acct_id,Acct_id,1,,
6507,Acct_Gender,Acct_Gender,1,,
6508,Acct_UIDNo.,Acct_UIDNo.,1,,
6509,Acct_City,Acct_LName,0.6,,
6510,Acct_DOB,Acct_DOB,1,,
6511,Acct_State,Acct_State,1,,
6512,Acct_Gender,Acct_Gender,1,,
6513,Acct_LName,Acct_FName,0.8,,
6514,Acct_phone,Acct_phone,1,,
6515,Acct_LName,Acct_LName,1,,
6516,Acct_Addr1,Acct_Addr1,1,,
6517,Acct_DOB,Acct_DOB,1,,
6518,Acct_DOB,Acct_DOB,1,,
6519,Acct_State,Acct_State,1,,
6520,Acct_Gender,Acct_Gender,1,,
6521,Acct_MName,Acct_MName,1,,
6522,Acct_City,Acct_LName,0.6,,
6523,Acct_MName,Acct_MName,1,,
6524,Acct_Addr2,Acct_Addr2,1,,
6525,Acct_DOB,Acct_DOB,1,,
6526,Acct_City,Acct_City,1,,
6527,Acct_Addr2,Acct_MName,0.4,,
6528,Acct_UIDNo.,Acct_UIDNo.,1,,
6529,Acct_FName,Acct_FName,1,,
6530,Acct_FName,Acct_FName,1,,
6531,Acct_City,Acct_DOB,0.9,,
6532,Acct_Addr1,Acct_Addr1,1,,
6533,Acct_Addr2,Acct_MName,0.4,,
6534,Acct_email,Acct_email,1,,
6535,Acct_Addr2,Acct_Addr2,1,,
6536,Acct_Gender,Acct_Gender,1,,
6537,Acct_State,Acct_State,1,,
6538,Acct_id,Acct_id,1,,
6539,Acct_FName,Acct_FName,1,,
6540,Acct_Gender,Acct_Gender,1,,
6541,Acct_UIDNo.,Acct_UIDNo.,1,,
6542,Acct_UIDNo.,Acct_UIDNo.,1,,
6543,Acct_MName,Acct_MName,1,,
6544,Acct_UIDNo.,Acct_UIDNo.,1,,
6545,Acct_email,Acct_email,1,,
6546,Acct_email,Acct_email,1,,
6547,Acct_UIDNo.,Acct_UIDNo.,1,,
6548,Acct_UIDNo.,Acct_UIDNo.,1,,
6549,Acct_FName,Acct_FName,1,,
6550,Acct_UIDNo.,Acct_UIDNo.,1,,
6551,Acct_UIDNo.,Acct_UIDNo.,1,,
6552,Acct_LName,Acct_LName,1,,
6553,Acct_email,Acct_email,1,,
6554,Acct_State,Acct_State,1,,
6555,Acct_Addr1,Acct_Addr2,0.9,,
6556,Acct_Addr2,Acct_MName,0.4,,
6557,Acct_id,Acct_id,1,,
6558,Acct_id,Acct_id,1,,
6559,Acct_phone,Acct_phone,1,,
6560,Acct_Gender,Acct_Gender,1,,
6561,Acct_LName,Acct_LName,1,,
6562,Acct_email,Acct_email,1,,
6563,Acct_Addr2,Acct_MName,0.4,,
6564,Acct_FName,Acct_LName,0.8,,
6565,Acct_FName,Acct_LName,0.8,,
6566,Acct_FName,Acct_LName,0.8,,
6567,Acct_email,Acct_email,1,,
6568,Acct_State,Acct_State,1,,
6569,Acct_id,Acct_id,1,,
6570,Acct_State,Acct_State,1,,
6571,Acct_id,Acct_id,1,,
6572,Acct_Addr1,Acct_Addr1,1,,
6573,Acct_MName,Acct_FName,0.7,,
6574,Acct_LName,Acct_id,0.5,,
6575,Acct_DOB,Acct_DOB,1,,
6576,Acct_email,Acct_email,1,,
6577,Acct_email,Acct_email,1,,
6578,Acct_FName,Acct_City,0.8,,
6579,Acct_phone,Acct_phone,1,,
6580,Acct_id,Acct_id,1,,
6581,Acct_MName,Acct_LName,0.9,,
6582,Acct_Addr2,Acct_Addr1,0.9,,
6583,Acct_phone,Acct_phone,1,,
6584,Acct_City,Acct_City,1,,
6585,Acct_MName,Acct_FName,0.7,,
6586,Acct_Gender,Acct_Gender,1,,
6587,Acct_City,Acct_City,1,,
6588,Acct_FName,Acct_LName,0.8,,
6589,Acct_DOB,Acct_DOB,1,,
6590,Acct_Addr2,Acct_MName,0.4,,
6591,Acct_Gender,Acct_Gender,1,,
6592,Acct_UIDNo.,Acct_UIDNo.,1,,
6593,Acct_Addr2,Acct_MName,0.4,,
6594,Acct_phone,Acct_phone,1,,
6595,Acct_id,Acct_id,1,,
6596,Acct_City,Acct_City,1,,
6597,Acct_phone,Acct_phone,1,,
6598,Acct_Addr1,Acct_Addr1,1,,
6599,Acct_State,Acct_State,1,,
6600,Acct_State,Acct_State,1,,
6601,Acct_UIDNo.,Acct_UIDNo.,1,,
6602,Acct_Addr2,Acct_Addr2,1,,
6603,Acct_Addr1,Acct_Addr1,1,,
6604,Acct_Addr1,Acct_Addr2,0.9,,
6605,Acct_City,Acct_City,1,,
6606,Acct_phone,Acct_phone,1,,
6607,Acct_DOB,Acct_DOB,1,,
6608,Acct_UIDNo.,Acct_UIDNo.,1,,
6609,Acct_LName,Acct_FName,0.8,,
6610,Acct_email,Acct_email,1,,
6611,Acct_Gender,Acct_Gender,1,,
6612,Acct_State,Acct_State,1,,
6613,Acct_MName,Acct_MName,1,,
6614,Acct_State,Acct_State,1,,
6615,Acct_State,Acct_State,1,,
6616,Acct_email,Acct_email,1,,
6617,Acct_Addr2,Acct_Addr2,1,,
6618,Acct_UIDNo.,Acct_UIDNo.,1,,
6619,Acct_Gender,Acct_Gender,1,,
6620,Acct_DOB,Acct_DOB,1,,
6621,Acct_FName,Acct_FName,1,,
6622,Acct_Gender,Acct_Gender,1,,
6623,Acct_City,Acct_phone,0,,
6624,Acct_email,Acct_email,1,,
6625,Acct_email,Acct_email,1,,
6626,Acct_City,Acct_LName,0.6,,
6627,Acct_FName,Acct_LName,0.8,,
6628,Acct_id,Acct_id,1,,
6629,Acct_MName,Acct_LName,0.9,,
6630,Acct_Addr1,Acct_Addr1,1,,
6631,Acct_id,Acct_id,1,,
6632,Acct_id,Acct_id,1,,
6633,Acct_LName,Acct_FName,0.8,,
6634,Acct_MName,Acct_LName,0.9,,
6635,Acct_Addr2,Acct_Addr2,1,,
6636,Acct_DOB,Acct_DOB,1,,
6637,Acct_Addr1,Acct_Addr1,1,,
6638,Acct_email,Acct_email,1,,
6639,Acct_id,Acct_id,1,,
6640,Acct_Addr1,Acct_Addr2,0.9,,
6641,Acct_Addr2,Acct_Addr2,1,,
6642,Acct_DOB,Acct_DOB,1,,
6643,Acct_UIDNo.,Acct_UIDNo.,1,,
6644,Acct_id,Acct_id,1,,
6645,Acct_Addr1,Acct_Addr1,1,,
6646,Acct_LName,Acct_LName,1,,
6647,Acct_City,Acct_FName,0.8,,
6648,Acct_phone,Acct_phone,1,,
6649,Acct_Addr1,Acct_Addr1,1,,
6650,Acct_MName,Acct_MName,1,,
6651,Acct_LName,Acct_LName,1,,
6652,Acct_State,Acct_State,1,,
6653,Acct_UIDNo.,Acct_UIDNo.,1,,
6654,Acct_email,Acct_email,1,,
6655,Acct_State,Acct_State,1,,
6656,Acct_email,Acct_email,1,,
6657,Acct_State,Acct_State,1,,
6658,Acct_LName,Acct_LName,1,,
6659,Acct_LName,Acct_FName,0.8,,
6660,Acct_UIDNo.,Acct_UIDNo.,1,,
6661,Acct_MName,Acct_MName,1,,
6662,Acct_UIDNo.,Acct_UIDNo.,1,,
6663,Acct_State,Acct_State,1,,
6664,Acct_Gender,Acct_Gender,1,,
6665,Acct_Addr1,Acct_Addr2,0.9,,
6666,Acct_City,Acct_City,1,,
6667,Acct_City,Acct_City,1,,
6668,Acct_Gender,Acct_Gender,1,,
6669,Acct_id,Acct_id,1,,
6670,Acct_MName,Acct_MName,1,,
6671,Acct_email,Acct_email,1,,
6672,Acct_phone,Acct_phone,1,,
6673,Acct_email,Acct_email,1,,
6674,Acct_id,Acct_id,1,,
6675,Acct_MName,Acct_MName,1,,
6676,Acct_UIDNo.,Acct_UIDNo.,1,,
6677,Acct_email,Acct_email,1,,
6678,Acct_email,Acct_email,1,,
6679,Acct_phone,Acct_phone,1,,
6680,Acct_City,Acct_City,1,,
6681,Acct_email,Acct_email,1,,
6682,Acct_Addr2,Acct_Addr2,1,,
6683,Acct_phone,Acct_phone,1,,
6684,Acct_DOB,Acct_DOB,1,,
6685,Acct_phone,Acct_phone,1,,
6686,Acct_email,Acct_email,1,,
6687,Acct_UIDNo.,Acct_UIDNo.,1,,
6688,Acct_email,Acct_email,1,,
6689,Acct_email,Acct_email,1,,
6690,Acct_MName,Acct_MName,1,,
6691,Acct_DOB,Acct_DOB,1,,
6692,Acct_id,Acct_id,1,,
6693,Acct_UIDNo.,Acct_UIDNo.,1,,
6694,Acct_Gender,Acct_Gender,1,,
6695,Acct_LName,Acct_LName,1,,
6696,Acct_Addr1,Acct_Addr1,1,,
6697,Acct_DOB,Acct_DOB,1,,
6698,Acct_Addr2,Acct_MName,0.4,,
6699,Acct_email,Acct_email,1,,
6700,Acct_DOB,Acct_DOB,1,,
6701,Acct_MName,Acct_FName,0.7,,
6702,Acct_Addr2,Acct_MName,0.4,,
6703,Acct_FName,Acct_FName,1,,
6704,Acct_State,Acct_State,1,,
6705,Acct_City,Acct_City,1,,
6706,Acct_MName,Acct_MName,1,,
6707,Acct_phone,Acct_phone,1,,
6708,Acct_Addr1,Acct_Addr1,1,,
6709,Acct_FName,Acct_FName,1,,
6710,Acct_email,Acct_email,1,,
6711,Acct_MName,Acct_MName,1,,
6712,Acct_phone,Acct_phone,1,,
6713,Acct_Gender,Acct_Gender,1,,
6714,Acct_Gender,Acct_Gender,1,,
6715,Acct_id,Acct_id,1,,
6716,Acct_State,Acct_State,1,,
6717,Acct_DOB,Acct_DOB,1,,
6718,Acct_Gender,Acct_Gender,1,,
6719,Acct_Addr2,Acct_Addr2,1,,
6720,Acct_DOB,Acct_DOB,1,,
6721,Acct_State,Acct_State,1,,
6722,Acct_Addr1,Acct_Addr1,1,,
6723,Acct_Addr2,Acct_Addr1,0.9,,
6724,Acct_phone,Acct_phone,1,,
6725,Acct_email,Acct_email,1,,
6726,Acct_FName,Acct_FName,1,,
6727,Acct_Addr1,Acct_Addr1,1,,
6728,Acct_phone,Acct_phone,1,,
6729,Acct_DOB,Acct_DOB,1,,
6730,Acct_Addr2,Acct_Addr1,0.9,,
6731,Acct_email,Acct_email,1,,
6732,Acct_UIDNo.,Acct_UIDNo.,1,,
6733,Acct_DOB,Acct_DOB,1,,
6734,Acct_Addr2,Acct_Addr2,1,,
6735,Acct_phone,Acct_phone,1,,
6736,Acct_UIDNo.,Acct_UIDNo.,1,,
6737,Acct_Gender,Acct_Gender,1,,
6738,Acct_MName,Acct_MName,1,,
6739,Acct_City,Acct_City,1,,
6740,Acct_State,Acct_State,1,,
6741,Acct_UIDNo.,Acct_UIDNo.,1,,
6742,Acct_id,Acct_id,1,,
6743,Acct_Gender,Acct_Gender,1,,
6744,Acct_phone,Acct_phone,1,,
6745,Acct_Addr1,Acct_Addr1,1,,
6746,Acct_phone,Acct_phone,1,,
6747,Acct_phone,Acct_phone,1,,
6748,Acct_State,Acct_State,1,,
6749,Acct_email,Acct_email,1,,
6750,Acct_Addr1,Acct_Addr1,1,,
6751,Acct_phone,Acct_phone,1,,
6752,Acct_FName,Acct_LName,0.8,,
6753,Acct_DOB,Acct_DOB,1,,
6754,Acct_DOB,Acct_DOB,1,,
6755,Acct_Addr2,Acct_Addr2,1,,
6756,Acct_Addr1,Acct_Addr2,0.9,,
6757,Acct_Gender,Acct_Gender,1,,
6758,Acct_FName,Acct_FName,1,,
6759,Acct_Addr1,Acct_Addr1,1,,
6760,Acct_Addr1,Acct_Addr1,1,,
6761,Acct_State,Acct_State,1,,
6762,Acct_LName,Acct_FName,0.8,,
6763,Acct_Gender,Acct_Gender,1,,
6764,Acct_City,Acct_LName,0.6,,
6765,Acct_LName,Acct_LName,1,,
6766,Acct_LName,Acct_LName,1,,
6767,Acct_UIDNo.,Acct_UIDNo.,1,,
6768,Acct_phone,Acct_phone,1,,
6769,Acct_phone,Acct_phone,1,,
6770,Acct_State,Acct_State,1,,
6771,Acct_id,Acct_id,1,,
6772,Acct_id,Acct_id,1,,
6773,Acct_LName,Acct_FName,0.8,,
6774,Acct_DOB,Acct_DOB,1,,
6775,Acct_Addr2,Acct_MName,0.4,,
6776,Acct_phone,Acct_phone,1,,
6777,Acct_Addr2,Acct_Addr2,1,,
6778,Acct_Gender,Acct_Gender,1,,
6779,Acct_LName,Acct_LName,1,,
6780,Acct_UIDNo.,Acct_UIDNo.,1,,
6781,Acct_MName,Acct_LName,0.9,,
6782,Acct_phone,Acct_phone,1,,
6783,Acct_Addr1,Acct_City,0.8,,
6784,Acct_FName,Acct_City,0.8,,
6785,Acct_id,Acct_id,1,,
6786,Acct_phone,Acct_phone,1,,
6787,Acct_DOB,Acct_DOB,1,,
6788,Acct_State,Acct_State,1,,
6789,Acct_MName,Acct_MName,1,,
6790,Acct_Addr2,Acct_MName,0.4,,
6791,Acct_FName,Acct_LName,0.8,,
6792,Acct_LName,Acct_City,0.6,,
6793,Acct_State,Acct_State,1,,
6794,Acct_Addr2,Acct_MName,0.4,,
6795,Acct_Addr1,Acct_Addr1,1,,
6796,Acct_phone,Acct_phone,1,,
6797,Acct_DOB,Acct_DOB,1,,
6798,Acct_City,Acct_Addr1,0.8,,
6799,Acct_email,Acct_email,1,,
6800,Acct_City,Acct_FName,0.8,,
6801,Acct_Gender,Acct_Gender,1,,
6802,Acct_id,Acct_id,1,,
6803,Acct_FName,Acct_FName,1,,
6804,Acct_Gender,Acct_Gender,1,,
6805,Acct_FName,Acct_LName,0.8,,
6806,Acct_phone,Acct_phone,1,,
6807,Acct_MName,Acct_MName,1,,
6808,Acct_MName,Acct_FName,0.7,,
6809,Acct_DOB,Acct_DOB,1,,
6810,Acct_MName,Acct_FName,0.7,,
6811,Acct_email,Acct_email,1,,
6812,Acct_Addr1,Acct_Addr1,1,,
6813,Acct_LName,Acct_FName,0.8,,
6814,Acct_UIDNo.,Acct_UIDNo.,1,,
6815,Acct_DOB,Acct_DOB,1,,
6816,Acct_id,Acct_id,1,,
6817,Acct_UIDNo.,Acct_UIDNo.,1,,
6818,Acct_FName,Acct_FName,1,,
6819,Acct_DOB,Acct_DOB,1,,
6820,Acct_email,Acct_email,1,,
6821,Acct_email,Acct_email,1,,
6822,Acct_Addr2,Acct_Addr2,1,,
6823,Acct_DOB,Acct_DOB,1,,
6824,Acct_phone,Acct_phone,1,,
6825,Acct_LName,Acct_City,0.6,,
6826,Acct_phone,Acct_phone,1,,
6827,Acct_Gender,Acct_Gender,1,,
6828,Acct_id,Acct_id,1,,
6829,Acct_Addr1,Acct_Addr1,1,,
6830,Acct_City,Acct_id,0.1,,
6831,Acct_phone,Acct_phone,1,,
6832,Acct_Addr2,Acct_Addr2,1,,
6833,Acct_Gender,Acct_Gender,1,,
6834,Acct_DOB,Acct_DOB,1,,
6835,Acct_FName,Acct_LName,0.8,,
6836,Acct_Gender,Acct_Gender,1,,
6837,Acct_FName,Acct_LName,0.8,,
6838,Acct_email,Acct_email,1,,
6839,Acct_Gender,Acct_Gender,1,,
6840,Acct_State,Acct_State,1,,
6841,Acct_MName,Acct_id,0.6,,
6842,Acct_UIDNo.,Acct_UIDNo.,1,,
6843,Acct_City,Acct_LName,0.6,,
6844,Acct_Addr2,Acct_MName,0.4,,
6845,Acct_LName,Acct_LName,1,,
6846,Acct_Addr2,Acct_Addr2,1,,
6847,Acct_UIDNo.,Acct_UIDNo.,1,,
6848,Acct_LName,Acct_FName,0.8,,
6849,Acct_Addr1,Acct_Addr1,1,,
6850,Acct_id,Acct_id,1,,
6851,Acct_Gender,Acct_Gender,1,,
6852,Acct_Gender,Acct_Gender,1,,
6853,Acct_Gender,Acct_Gender,1,,
6854,Acct_FName,Acct_FName,1,,
6855,Acct_Addr2,Acct_Addr2,1,,
6856,Acct_State,Acct_State,1,,
6857,Acct_UIDNo.,Acct_UIDNo.,1,,
6858,Acct_email,Acct_email,1,,
6859,Acct_DOB,Acct_DOB,1,,
6860,Acct_email,Acct_email,1,,
6861,Acct_LName,Acct_LName,1,,
6862,Acct_Addr1,Acct_Addr1,1,,
6863,Acct_City,Acct_City,1,,
6864,Acct_FName,Acct_FName,1,,
6865,Acct_Addr2,Acct_MName,0.4,,
6866,Acct_City,Acct_City,1,,
6867,Acct_phone,Acct_phone,1,,
6868,Acct_Gender,Acct_Gender,1,,
6869,Acct_City,Acct_LName,0.6,,
6870,Acct_City,Acct_City,1,,
6871,Acct_FName,Acct_FName,1,,
6872,Acct_email,Acct_email,1,,
6873,Acct_email,Acct_email,1,,
6874,Acct_City,Acct_City,1,,
6875,Acct_DOB,Acct_DOB,1,,
6876,Acct_MName,Acct_MName,1,,
6877,Acct_State,Acct_State,1,,
6878,Acct_City,Acct_DOB,0.9,,
6879,Acct_UIDNo.,Acct_UIDNo.,1,,
6880,Acct_FName,Acct_City,0.8,,
6881,Acct_Gender,Acct_Gender,1,,
6882,Acct_City,Acct_LName,0.6,,
6883,Acct_City,Acct_City,1,,
6884,Acct_id,Acct_id,1,,
6885,Acct_email,Acct_email,1,,
6886,Acct_Addr1,Acct_Addr1,1,,
6887,Acct_id,Acct_id,1,,
6888,Acct_phone,Acct_phone,1,,
6889,Acct_Addr1,Acct_Addr1,1,,
6890,Acct_DOB,Acct_DOB,1,,
6891,Acct_Addr1,Acct_Addr1,1,,
6892,Acct_LName,Acct_FName,0.8,,
6893,Acct_Gender,Acct_Gender,1,,
6894,Acct_DOB,Acct_DOB,1,,
6895,Acct_MName,Acct_MName,1,,
6896,Acct_Addr1,Acct_Addr1,1,,
6897,Acct_email,Acct_email,1,,
6898,Acct_FName,Acct_LName,0.8,,
6899,Acct_phone,Acct_phone,1,,
6900,Acct_UIDNo.,Acct_UIDNo.,1,,
6901,Acct_DOB,Acct_DOB,1,,
6902,Acct_FName,Acct_FName,1,,
6903,Acct_UIDNo.,Acct_UIDNo.,1,,
6904,Acct_id,Acct_id,1,,
6905,Acct_FName,Acct_FName,1,,
6906,Acct_Addr1,Acct_Addr2,0.9,,
6907,Acct_Addr1,Acct_Addr1,1,,
6908,Acct_MName,Acct_FName,0.7,,
6909,Acct_id,Acct_id,1,,
6910,Acct_id,Acct_id,1,,
6911,Acct_LName,Acct_LName,1,,
6912,Acct_email,Acct_email,1,,
6913,Acct_Addr2,Acct_Addr2,1,,
6914,Acct_City,Acct_City,1,,
6915,Acct_MName,Acct_MName,1,,
6916,Acct_MName,Acct_MName,1,,
6917,Acct_id,Acct_id,1,,
6918,Acct_Addr2,Acct_Addr1,0.9,,
6919,Acct_email,Acct_email,1,,
6920,Acct_UIDNo.,Acct_UIDNo.,1,,
6921,Acct_phone,Acct_phone,1,,
6922,Acct_Gender,Acct_Gender,1,,
6923,Acct_DOB,Acct_DOB,1,,
6924,Acct_UIDNo.,Acct_UIDNo.,1,,
6925,Acct_DOB,Acct_DOB,1,,
6926,Acct_Addr1,Acct_Addr1,1,,
6927,Acct_phone,Acct_phone,1,,
6928,Acct_id,Acct_id,1,,
6929,Acct_email,Acct_email,1,,
6930,Acct_FName,Acct_FName,1,,
6931,Acct_phone,Acct_phone,1,,
6932,Acct_UIDNo.,Acct_UIDNo.,1,,
6933,Acct_MName,Acct_MName,1,,
6934,Acct_FName,Acct_FName,1,,
6935,Acct_DOB,Acct_DOB,1,,
6936,Acct_Gender,Acct_Gender,1,,
6937,Acct_City,Acct_LName,0.6,,
6938,Acct_State,Acct_State,1,,
6939,Acct_LName,Acct_LName,1,,
6940,Acct_UIDNo.,Acct_UIDNo.,1,,
6941,Acct_Addr2,Acct_MName,0.4,,
6942,Acct_email,Acct_email,1,,
6943,Acct_City,Acct_City,1,,
6944,Acct_Addr2,Acct_Addr2,1,,
6945,Acct_LName,Acct_LName,1,,
6946,Acct_Addr1,Acct_Addr1,1,,
6947,Acct_id,Acct_id,1,,
6948,Acct_LName,Acct_FName,0.8,,
6949,Acct_State,Acct_State,1,,
6950,Acct_City,Acct_FName,0.8,,
6951,Acct_State,Acct_State,1,,
6952,Acct_Gender,Acct_Gender,1,,
6953,Acct_UIDNo.,Acct_UIDNo.,1,,
6954,Acct_MName,Acct_MName,1,,
6955,Acct_Addr2,Acct_MName,0.4,,
6956,Acct_Addr2,Acct_Addr2,1,,
6957,Acct_Addr2,Acct_Addr2,1,,
6958,Acct_City,Acct_phone,0,,
6959,Acct_LName,Acct_LName,1,,
6960,Acct_MName,Acct_MName,1,,
6961,Acct_Gender,Acct_Gender,1,,
6962,Acct_State,Acct_State,1,,
6963,Acct_Addr1,Acct_Addr1,1,,
6964,Acct_LName,Acct_LName,1,,
6965,Acct_email,Acct_email,1,,
6966,Acct_Addr1,Acct_Addr2,0.9,,
6967,Acct_LName,Acct_FName,0.8,,
6968,Acct_id,Acct_id,1,,
6969,Acct_DOB,Acct_DOB,1,,
6970,Acct_LName,Acct_DOB,0.7,,
6971,Acct_Addr2,Acct_Addr2,1,,
6972,Acct_Addr2,Acct_Addr2,1,,
6973,Acct_Gender,Acct_Gender,1,,
6974,Acct_Gender,Acct_Gender,1,,
6975,Acct_UIDNo.,Acct_UIDNo.,1,,
6976,Acct_Gender,Acct_Gender,1,,
6977,Acct_email,Acct_email,1,,
6978,Acct_phone,Acct_phone,1,,
6979,Acct_City,Acct_City,1,,
6980,Acct_DOB,Acct_DOB,1,,
6981,Acct_MName,Acct_FName,0.7,,
6982,Acct_email,Acct_email,1,,
6983,Acct_State,Acct_State,1,,
6984,Acct_State,Acct_State,1,,
6985,Acct_DOB,Acct_DOB,1,,
6986,Acct_MName,Acct_LName,0.9,,
6987,Acct_Gender,Acct_Gender,1,,
6988,Acct_Gender,Acct_Gender,1,,
6989,Acct_FName,Acct_FName,1,,
6990,Acct_phone,Acct_phone,1,,
6991,Acct_Gender,Acct_Gender,1,,
6992,Acct_Addr1,Acct_Addr1,1,,
6993,Acct_LName,Acct_LName,1,,
6994,Acct_Addr1,Acct_Addr2,0.9,,
6995,Acct_MName,Acct_LName,0.9,,
6996,Acct_Addr2,Acct_MName,0.4,,
6997,Acct_email,Acct_email,1,,
6998,Acct_Addr2,Acct_Addr2,1,,
6999,Acct_Gender,Acct_Gender,1,,
7000,Acct_LName,Acct_FName,0.8,,
7001,Acct_FName,Acct_FName,1,,
7002,Acct_Gender,Acct_Gender,1,,
7003,Acct_DOB,Acct_DOB,1,,
7004,Acct_Addr2,Acct_Addr2,1,,
7005,Acct_UIDNo.,Acct_UIDNo.,1,,
7006,Acct_City,Acct_City,1,,
7007,Acct_LName,Acct_LName,1,,
7008,Acct_Addr1,Acct_Addr2,0.9,,
7009,Acct_DOB,Acct_DOB,1,,
7010,Acct_phone,Acct_phone,1,,
7011,Acct_UIDNo.,Acct_UIDNo.,1,,
7012,Acct_phone,Acct_phone,1,,
7013,Acct_email,Acct_email,1,,
7014,Acct_phone,Acct_phone,1,,
7015,Acct_City,Acct_City,1,,
7016,Acct_State,Acct_State,1,,
7017,Acct_LName,Acct_DOB,0.7,,
7018,Acct_id,Acct_id,1,,
7019,Acct_DOB,Acct_DOB,1,,
7020,Acct_MName,Acct_MName,1,,
7021,Acct_Addr1,Acct_Addr1,1,,
7022,Acct_DOB,Acct_DOB,1,,
7023,Acct_LName,Acct_LName,1,,
7024,Acct_LName,Acct_FName,0.8,,
7025,Acct_Addr2,Acct_MName,0.4,,
7026,Acct_FName,Acct_FName,1,,
7027,Acct_LName,Acct_FName,0.8,,
7028,Acct_UIDNo.,Acct_UIDNo.,1,,
7029,Acct_email,Acct_email,1,,
7030,Acct_LName,Acct_FName,0.8,,
7031,Acct_State,Acct_State,1,,
7032,Acct_City,Acct_City,1,,
7033,Acct_Addr1,Acct_Addr2,0.9,,
7034,Acct_Addr2,Acct_MName,0.4,,
7035,Acct_State,Acct_State,1,,
7036,Acct_email,Acct_email,1,,
7037,Acct_MName,Acct_LName,0.9,,
7038,Acct_MName,Acct_MName,1,,
7039,Acct_Gender,Acct_Gender,1,,
7040,Acct_UIDNo.,Acct_UIDNo.,1,,
7041,Acct_State,Acct_State,1,,
7042,Acct_City,Acct_City,1,,
